split,sample_id,subset,y,n_raters,support,top_votes,second_votes,top_margin,margin_rate,peak,entropy,Hnorm,unique_top,in_S_amb,in_S_easy
validation,snli::2394922193.jpg#0r1e,snli,0,100,3,83,10,73,0.73,0.83,0.5710602617836387,0.5198014510432585,1,0,0
validation,snli::2394922193.jpg#0r1n,snli,1,100,3,56,43,13,0.13,0.56,0.7336571894281759,0.6678035527143219,1,0,0
validation,snli::2397886291.jpg#2r1e,snli,1,100,2,56,44,12,0.12,0.56,0.6859298002523728,0.6243602109020209,1,0,0
validation,snli::241031254.jpg#3r1e,snli,1,100,3,87,11,76,0.76,0.87,0.4421986991395839,0.4025066019202083,1,0,1
validation,snli::242064301.jpg#1r1n,snli,1,100,2,95,5,90,0.9,0.95,0.1985152433458726,0.18069636157678548,1,0,1
validation,snli::244344740.jpg#4r1c,snli,1,100,2,54,46,8,0.08,0.54,0.6899437584583995,0.628013873115187,1,0,0
validation,snli::2456532329.jpg#0r1n,snli,1,100,3,96,3,93,0.93,0.96,0.19043755351892533,0.17334373143577353,1,0,1
validation,snli::2460799229.jpg#1r1n,snli,1,100,3,90,7,83,0.83,0.9,0.3861694035969376,0.35150653927702347,1,0,1
validation,snli::2474615549.jpg#1r1e,snli,1,100,3,77,15,62,0.62,0.77,0.6878771576610364,0.6261327720036488,1,0,0
validation,snli::2482588693.jpg#1r1c,snli,2,100,3,63,35,28,0.28,0.63,0.7367605432289321,0.6706283470778718,1,0,0
validation,snli::2503678250.jpg#3r1e,snli,0,100,3,67,32,35,0.35,0.67,0.6789906421002316,0.6180439169521745,1,0,0
validation,snli::2525716531.jpg#0r1n,snli,1,100,3,83,10,73,0.73,0.83,0.5710602617836387,0.5198014510432585,1,0,0
validation,snli::2536781293.jpg#3r1e,snli,0,100,2,87,13,74,0.74,0.87,0.3863867062886037,0.3517043367110296,1,0,1
validation,snli::2553131080.jpg#3r1e,snli,0,100,3,78,21,57,0.57,0.78,0.567587589248291,0.5166404882803554,1,0,0
validation,snli::2555521861.jpg#4r1c,snli,1,100,3,54,41,13,0.13,0.54,0.848082357872912,0.771957829546104,1,1,0
validation,snli::2644277889.jpg#0r1e,snli,0,100,1,100,0,100,1.0,1.0,-0.0,-0.0,1,0,1
validation,snli::2646116932.jpg#1r1n,snli,1,100,3,65,22,43,0.43,0.65,0.8783457043470979,0.7995047146359071,1,0,0
validation,snli::2686803722.jpg#1r1e,snli,0,100,2,66,34,32,0.32,0.66,0.6410354778811556,0.5834956376269081,1,0,0
validation,snli::2741802133.jpg#0r1e,snli,0,100,3,77,12,65,0.65,0.77,0.6984827331783741,0.6357863828604827,1,0,0
validation,snli::2744705574.jpg#2r1n,snli,1,100,1,100,0,100,1.0,1.0,-0.0,-0.0,1,0,1
validation,snli::2780390703.jpg#3r1e,snli,2,100,3,49,46,3,0.03,0.49,0.8565313019071956,0.7796483898296839,1,1,0
validation,snli::2782247529.jpg#0r1n,snli,1,100,3,57,42,15,0.15,0.57,0.7308097236433831,0.6652116776605258,1,0,0
validation,snli::2789232177.jpg#0r1n,snli,1,100,3,94,3,91,0.91,0.94,0.2685563533342012,0.24445052736464695,1,0,1
validation,snli::2807228428.jpg#4r1n,snli,1,100,3,96,3,93,0.93,0.96,0.19043755351892533,0.17334373143577353,1,0,1
validation,snli::281658184.jpg#2r1e,snli,0,100,2,94,6,88,0.88,0.94,0.22696752250060448,0.20659474215035953,1,0,1
validation,snli::2835793460.jpg#0r1e,snli,0,100,3,89,9,80,0.8,0.89,0.39867066135502827,0.3628856744706107,1,0,1
validation,snli::2843695880.jpg#2r1c,snli,2,100,3,52,46,6,0.06,0.52,0.7754854663295665,0.7058772911321769,1,1,0
validation,snli::2871962580.jpg#1r1n,snli,0,100,3,75,24,51,0.51,0.75,0.6043211815523516,0.5500768449304291,1,0,0
validation,snli::28804571.jpg#1r1c,snli,2,100,3,86,13,73,0.73,0.86,0.44098809474007494,0.40140466230784827,1,0,1
validation,snli::2892992529.jpg#0r1n,snli,1,100,3,81,18,63,0.63,0.81,0.5253994542821062,0.4782391929359067,1,0,1
validation,snli::2915400809.jpg#0r1n,snli,1,100,2,90,10,80,0.8,0.9,0.3250829733914482,0.29590327428938457,1,0,1
validation,snli::2966138584.jpg#0r1n,snli,0,100,3,78,15,63,0.63,0.78,0.6645160605710063,0.6048685850552654,1,0,0
validation,snli::3005512395.jpg#0r1e,snli,0,100,3,79,19,60,0.6,0.79,0.5800000328863217,0.5279387813779857,1,0,0
validation,snli::3018255724.jpg#4r1n,snli,1,100,3,62,35,27,0.27,0.62,0.7690166770787965,0.699989145407344,1,0,0
validation,snli::3018973947.jpg#0r1c,snli,2,100,2,95,5,90,0.9,0.95,0.1985152433458726,0.18069636157678548,1,0,1
validation,snli::3031792444.jpg#4r1e,snli,0,100,3,88,11,77,0.77,0.88,0.4013453092394489,0.36532024389242485,1,0,1
validation,snli::3042381160.jpg#1r1e,snli,1,100,2,90,10,80,0.8,0.9,0.3250829733914482,0.29590327428938457,1,0,1
validation,snli::3083913737.jpg#2r1c,snli,1,100,3,51,46,5,0.05,0.51,0.8058057022536582,0.7334759592308654,1,1,0
validation,snli::3086405249.jpg#0r1c,snli,2,100,3,69,30,39,0.39,0.69,0.6632774833173358,0.6037411834537667,1,0,0
validation,snli::3091754891.jpg#0r1n,snli,1,100,3,81,17,64,0.64,0.81,0.5501571586026602,0.5007746265697037,1,0,1
validation,snli::3182517887.jpg#1r1c,snli,2,100,3,70,28,42,0.42,0.7,0.6843433100932841,0.6229161253265608,1,0,0
validation,snli::3192266178.jpg#0r1c,snli,2,100,3,88,10,78,0.78,0.88,0.4209923363366662,0.38320373864291246,1,0,1
validation,snli::319938879.jpg#0r1n,snli,1,100,3,88,7,81,0.81,0.88,0.44842818319169275,0.40817692266608413,1,0,1
validation,snli::3220650628.jpg#3r1c,snli,1,100,2,73,27,46,0.46,0.73,0.583258840128597,0.5309050755619202,1,0,0
validation,snli::3226796100.jpg#1r1n,snli,0,100,2,61,39,22,0.22,0.61,0.6687480868518094,0.6087207413841681,1,0,0
validation,snli::3231675507.jpg#2r1c,snli,2,100,2,67,33,34,0.34,0.67,0.6341786357122057,0.5772542709139409,1,0,0
validation,snli::3260088697.jpg#4r1e,snli,0,100,3,68,23,45,0.45,0.68,0.8169910648443747,0.7436573150249799,1,0,0
validation,snli::3306464579.jpg#0r1c,snli,2,100,2,85,15,70,0.7,0.85,0.42270908780599087,0.384766393172661,1,0,1
validation,snli::3323419265.jpg#0r1e,snli,0,100,3,90,7,83,0.83,0.9,0.3861694035969376,0.35150653927702347,1,0,1
validation,snli::3368865171.jpg#2r1n,snli,0,100,2,60,40,20,0.2,0.6,0.6730116670092565,0.6126016192893442,1,0,0
validation,snli::3380925719.jpg#2r1n,snli,1,100,3,87,12,75,0.75,0.87,0.4216413247840435,0.3837944733853429,1,0,1
validation,snli::3439390288.jpg#1r1n,snli,1,100,2,96,4,92,0.92,0.96,0.167944147734173,0.15286935115005693,1,0,1
validation,snli::3505568481.jpg#0r1e,snli,0,100,2,97,3,94,0.94,0.97,0.13474216817976675,0.12264760695797414,1,0,1
validation,snli::3628059004.jpg#3r1e,snli,1,100,3,81,14,67,0.67,0.81,0.5957264489355747,0.5422535821602696,1,0,0
validation,snli::3640407952.jpg#0r1e,snli,1,100,2,75,25,50,0.5,0.75,0.5623351446188083,0.5118595071429147,1,0,0
validation,snli::3664928753.jpg#4r1c,snli,1,100,3,87,12,75,0.75,0.87,0.4216413247840435,0.3837944733853429,1,0,1
validation,snli::3670075789.jpg#3r1n,snli,1,100,3,80,19,61,0.61,0.8,0.5401054722073624,0.49162518731895233,1,0,1
validation,snli::3726076549.jpg#1r1n,snli,0,100,3,45,45,0,0.0,0.45,0.9489154358953991,0.8637400525036962,0,0,0
validation,snli::3747821314.jpg#2r1c,snli,1,100,3,68,31,37,0.37,0.68,0.6713689130779434,0.6111063202213676,1,0,0
validation,snli::3859513880.jpg#2r1n,snli,1,100,3,87,9,78,0.78,0.87,0.46662813635354816,0.42474323395677605,1,0,1
validation,snli::3912076502.jpg#0r1c,snli,2,100,3,91,6,85,0.85,0.91,0.3598240982440312,0.3275260089073461,1,0,1
validation,snli::3918176647.jpg#1r1e,snli,0,100,1,100,0,100,1.0,1.0,-0.0,-0.0,1,0,1
validation,snli::3925836925.jpg#2r1n,snli,0,100,2,91,9,82,0.82,0.91,0.30253782309749805,0.27538179412163355,1,0,1
validation,snli::3948003394.jpg#1r1n,snli,1,100,3,77,21,56,0.56,0.77,0.6072273556276371,0.5527221585731599,1,0,0
validation,snli::3952790386.jpg#0r1c,snli,2,100,2,64,36,28,0.28,0.64,0.6534181947937018,0.5947668722929232,1,0,0
validation,snli::3960632488.jpg#0r1c,snli,1,100,3,86,13,73,0.73,0.86,0.44098809474007494,0.40140466230784827,1,0,1
validation,snli::4095018474.jpg#1r1c,snli,1,100,2,50,50,0,0.0,0.5,0.6931471805599453,0.6309297535714574,0,0,0
validation,snli::4145746372.jpg#0r1n,snli,1,100,3,50,48,2,0.02,0.5,0.7771192544270318,0.7073644291464858,1,1,0
validation,snli::4254811316.jpg#0r1n,snli,0,100,3,86,13,73,0.73,0.86,0.4409880947400749,0.4014046623078482,1,0,1
validation,snli::4302245124.jpg#0r1e,snli,0,100,3,65,19,46,0.46,0.65,0.8887608589559386,0.8089849969122572,1,0,0
validation,snli::4329198220.jpg#1r1n,snli,1,100,3,86,12,74,0.74,0.86,0.46237976962431576,0.4208762039107324,1,0,1
validation,snli::4349523799.jpg#0r1n,snli,1,100,3,75,24,51,0.51,0.75,0.6043211815523516,0.5500768449304291,1,0,0
validation,snli::4413167760.jpg#0r1e,snli,0,100,1,100,0,100,1.0,1.0,-0.0,-0.0,1,0,1
validation,snli::4431189771.jpg#0r1n,snli,1,100,2,50,50,0,0.0,0.5,0.6931471805599453,0.6309297535714574,0,0,0
validation,snli::4436531973.jpg#1r1n,snli,1,100,3,83,10,73,0.73,0.83,0.5710602617836387,0.5198014510432585,1,0,0
validation,snli::4464793378.jpg#3r1e,snli,1,100,2,51,49,2,0.02,0.51,0.6929471672244782,0.6307476935876668,1,0,0
validation,snli::4525922214.jpg#0r1n,snli,1,100,3,89,10,79,0.79,0.89,0.3800253076270823,0.34591394211310134,1,0,1
validation,snli::4553492074.jpg#4r1n,snli,1,100,3,82,11,71,0.71,0.82,0.5916782127897111,0.5385687188216559,1,0,0
validation,snli::4591344824.jpg#0r1n,snli,1,100,3,76,20,56,0.56,0.76,0.6592146182148859,0.6000430042650235,1,0,0
validation,snli::4636978915.jpg#0r1e,snli,0,100,3,77,22,55,0.55,0.77,0.5804106714219254,0.5283125606810567,1,0,0
validation,snli::4645332265.jpg#0r1n,snli,1,100,3,49,35,14,0.14,0.49,1.0101922228342246,0.9195165876570703,1,1,0
validation,snli::4661188536.jpg#1r1e,snli,0,100,3,61,36,25,0.25,0.61,0.7745119423381286,0.7049911514071078,1,0,0
validation,snli::4672131242.jpg#4r1n,snli,1,100,3,83,15,68,0.68,0.83,0.5174620077403846,0.47101421773437824,1,0,1
validation,snli::4704578554.jpg#3r1e,snli,0,100,2,88,12,76,0.76,0.88,0.3669249912727096,0.3339895202861302,1,0,1
validation,snli::4752790409.jpg#3r1n,snli,1,100,3,75,22,53,0.53,0.75,0.6540663924369857,0.5953568872144474,1,0,0
validation,snli::4764082600.jpg#1r1n,snli,1,100,3,74,25,49,0.49,0.74,0.6154430607999556,0.5602004156954052,1,0,0
validation,snli::4778395132.jpg#0r1e,snli,0,100,3,95,4,91,0.91,0.95,0.22353536452278197,0.20347065732696523,1,0,1
validation,snli::4794461173.jpg#2r1n,snli,1,100,3,83,15,68,0.68,0.83,0.5174620077403846,0.47101421773437824,1,0,1
validation,snli::4805540864.jpg#1r1e,snli,1,100,3,78,21,57,0.57,0.78,0.567587589248291,0.5166404882803554,1,0,0
validation,snli::4851210984.jpg#0r1c,snli,2,100,3,95,4,91,0.91,0.95,0.22353536452278197,0.20347065732696523,1,0,1
validation,snli::4852819911.jpg#3r1n,snli,1,100,3,83,12,71,0.71,0.83,0.5588717879206501,0.5087070240204503,1,0,0
validation,snli::4865769760.jpg#1r1e,snli,2,100,3,60,28,32,0.32,0.6,0.9173573878312138,0.8350146792398997,1,1,0
validation,snli::4872513153.jpg#1r1n,snli,1,100,3,88,8,80,0.8,0.88,0.44330669146808716,0.4035151400004136,1,0,1
validation,snli::4872766179.jpg#0r1e,snli,0,100,3,48,41,7,0.07,0.48,0.9606606733957168,0.8744310284025341,1,1,0
validation,snli::4890158457.jpg#0r2c,snli,2,100,3,65,29,36,0.36,0.65,0.8077971017061665,0.7352886091284216,1,0,0
validation,snli::4913618813.jpg#2r1n,snli,1,100,2,94,6,88,0.88,0.94,0.22696752250060448,0.20659474215035953,1,0,1
validation,snli::4931116460.jpg#0r1e,snli,0,100,3,85,14,71,0.71,0.85,0.4594485918251862,0.41820813089774694,1,0,1
validation,snli::4963720718.jpg#3r1n,snli,1,100,2,91,9,82,0.82,0.91,0.30253782309749805,0.27538179412163355,1,0,1
validation,snli::4970845641.jpg#0r1n,snli,1,100,3,46,33,13,0.13,0.46,1.0507979363972504,0.9564775009673098,1,1,0
validation,snli::508261758.jpg#1r1n,snli,0,100,2,60,40,20,0.2,0.6,0.6730116670092565,0.6126016192893442,1,0,0
validation,snli::512026551.jpg#0r1n,snli,0,100,3,60,21,39,0.39,0.6,0.9497703306912886,0.864518211281554,1,1,0
validation,snli::5171029614.jpg#0r1c,snli,2,100,3,69,30,39,0.39,0.69,0.6632774833173358,0.6037411834537667,1,0,0
validation,snli::5332472316.jpg#3r1c,snli,2,100,2,82,18,64,0.64,0.82,0.4713934868100942,0.4290808428709484,1,0,1
validation,snli::5574382134.jpg#1r1c,snli,1,100,3,75,21,54,0.54,0.75,0.6722526144691441,0.6119106998922631,1,0,0
validation,snli::5615084425.jpg#0r1e,snli,1,100,2,59,41,18,0.18,0.59,0.6768585467349507,0.6161032001157866,1,0,0
validation,snli::5676066044.jpg#0r1e,snli,0,100,2,99,1,98,0.98,0.99,0.056001534354847345,0.050974793321072506,1,0,1
validation,snli::6029710737.jpg#0r1c,snli,2,100,2,91,9,82,0.82,0.91,0.30253782309749805,0.27538179412163355,1,0,1
validation,snli::6167795092.jpg#3r1c,snli,2,100,3,61,38,23,0.23,0.61,0.7152543881463449,0.6510526011077807,1,0,0
validation,snli::6175830478.jpg#4r1n,snli,1,100,3,63,36,27,0.27,0.63,0.7049284905172262,0.6416535640356238,1,0,0
validation,snli::6272230270.jpg#0r1n,snli,1,100,3,89,10,79,0.79,0.89,0.3800253076270823,0.34591394211310134,1,0,1
validation,snli::6473658975.jpg#3r1n,snli,1,100,3,71,28,43,0.43,0.71,0.6456502104397004,0.5876961482220876,1,0,0
validation,snli::6704385305.jpg#0r1n,snli,1,100,2,78,22,56,0.56,0.78,0.5269079614313803,0.47961229531682303,1,0,0
validation,snli::6859510611.jpg#0r1c,snli,2,100,3,94,5,89,0.89,0.94,0.2540011950325827,0.23120185132875057,1,0,1
validation,snli::6902201445.jpg#3r1e,snli,0,100,3,58,40,18,0.18,0.58,0.7606985146143947,0.6924176276387906,1,0,0
validation,snli::6952893010.jpg#2r1c,snli,2,100,3,84,15,69,0.69,0.84,0.4770765447943764,0.4342537851754369,1,0,1
validation,snli::6979479436.jpg#4r1n,snli,1,100,2,89,11,78,0.78,0.89,0.34651533691866615,0.3154118522911846,1,0,1
validation,snli::70758995.jpg#4r1c,snli,2,100,2,69,31,38,0.38,0.69,0.6191006644255871,0.5635297099909076,1,0,0
validation,snli::7239534164.jpg#0r1c,snli,2,100,2,81,19,62,0.62,0.81,0.4862229646617922,0.4425792153219578,1,0,1
validation,snli::7382482712.jpg#0r1e,snli,1,100,3,53,44,9,0.09,0.53,0.8029136642213885,0.7308435127689968,1,1,0
validation,snli::74244744.jpg#0r1e,snli,0,100,3,93,6,87,0.87,0.93,0.28234708920188,0.2570033961154579,1,0,1
validation,snli::7814014742.jpg#3r1n,snli,0,100,2,63,37,26,0.26,0.63,0.6589556806830628,0.5998073091663122,1,0,0
validation,snli::8081167161.jpg#0r1n,snli,1,100,2,86,14,72,0.72,0.86,0.40496348506393853,0.3686136494567082,1,0,1
validation,snli::8140263558.jpg#3r1n,snli,0,100,3,79,20,59,0.59,0.79,0.5541599278283462,0.5044181041340579,1,0,0
validation,snli::86901941.jpg#2r1n,snli,1,100,2,96,4,92,0.92,0.96,0.167944147734173,0.15286935115005693,1,0,1
validation,snli::972381743.jpg#1r1n,snli,1,100,3,56,43,13,0.13,0.56,0.733657189428176,0.667803552714322,1,0,0
validation,snli::973353650.jpg#3r1n,snli,1,100,3,58,31,27,0.27,0.58,0.9218087264729522,0.8390664622826098,1,1,0
validation,snli::985067019.jpg#1r1n,snli,2,100,3,54,30,24,0.24,0.54,0.9871453907863716,0.898538457077634,1,1,0
test,mnli::100248c,mnli,1,100,3,48,48,0,0.0,0.48,0.8333654410717204,0.758561914578656,0,0,0
test,mnli::100895c,mnli,1,100,3,78,20,58,0.58,0.78,0.5939279028482127,0.5406164749606566,1,0,0
test,mnli::101809c,mnli,1,100,3,47,44,3,0.03,0.47,0.9328071623000692,0.8490776700039897,1,1,0
test,mnli::102174e,mnli,0,100,3,68,30,38,0.38,0.68,0.7016827883584933,0.6386991986127977,1,0,0
test,mnli::10229n,mnli,1,100,3,79,18,61,0.61,0.79,0.6000810974577915,0.5462173540633639,1,0,0
test,mnli::103400n,mnli,2,100,3,50,25,25,0.25,0.5,1.0397207708399179,0.946394630357186,1,1,0
test,mnli::106431c,mnli,1,100,3,75,24,51,0.51,0.75,0.6043211815523516,0.5500768449304291,1,0,0
test,mnli::107935n,mnli,1,100,3,64,35,29,0.29,0.64,0.6991131911166066,0.6363602504066004,1,0,0
test,mnli::108027e,mnli,1,100,3,73,15,58,0.58,0.73,0.7687384658098743,0.6997359065970814,1,0,0
test,mnli::109876n,mnli,1,100,3,45,30,15,0.15,0.45,1.0670938948757507,0.9713107216099229,1,1,0
test,mnli::1120n,mnli,0,100,3,62,29,33,0.33,0.62,0.8720808646037974,0.7938022117530242,1,0,0
test,mnli::112349c,mnli,2,100,3,63,21,42,0.42,0.63,0.912031400881142,0.8301667569974417,1,0,0
test,mnli::112621n,mnli,0,100,3,83,13,70,0.7,0.83,0.5486372906021197,0.49939118309631686,1,0,1
test,mnli::11297n,mnli,1,100,3,84,11,73,0.73,0.84,0.5390436993301821,0.49065871999637445,1,0,1
test,mnli::113913e,mnli,0,100,3,78,20,58,0.58,0.78,0.5939279028482127,0.5406164749606566,1,0,0
test,mnli::11601n,mnli,2,100,3,48,47,1,0.01,0.48,0.8569524323268711,0.7800317192571983,1,1,0
test,mnli::116970c,mnli,1,100,3,70,25,45,0.45,0.7,0.7460326647147848,0.6790681957683443,1,0,0
test,mnli::117487c,mnli,1,100,3,61,26,35,0.35,0.61,0.9169886124867864,0.834679005455589,1,0,0
test,mnli::118064n,mnli,0,100,3,60,39,21,0.21,0.6,0.719774406664269,0.6551668992678749,1,0,0
test,mnli::118460n,mnli,0,100,3,76,22,54,0.54,0.76,0.6199205640204514,0.5642760147640484,1,0,0
test,mnli::118670c,mnli,1,100,3,73,22,51,0.51,0.73,0.7126335585892314,0.6486670192385929,1,0,0
test,mnli::119175n,mnli,1,100,3,60,39,21,0.21,0.6,0.719774406664269,0.6551668992678749,1,0,0
test,mnli::119901c,mnli,1,100,3,63,36,27,0.27,0.63,0.7049284905172262,0.6416535640356238,1,0,0
test,mnli::119901e,mnli,0,100,3,67,28,39,0.39,0.67,0.7745369725253819,0.7050139348653955,1,0,0
test,mnli::119901n,mnli,0,100,3,80,19,61,0.61,0.8,0.5401054722073624,0.49162518731895233,1,0,1
test,mnli::120070n,mnli,0,100,3,62,33,29,0.29,0.62,0.812027476354491,0.7391392620766544,1,0,0
test,mnli::120274e,mnli,0,100,2,63,37,26,0.26,0.63,0.6589556806830628,0.5998073091663122,1,0,0
test,mnli::121172c,mnli,2,100,3,69,28,41,0.41,0.69,0.7176610663068821,0.6532432539753678,1,0,0
test,mnli::121910e,mnli,2,100,3,63,19,44,0.44,0.63,0.9152849858984924,0.8331282977073994,1,0,0
test,mnli::122322e,mnli,0,100,3,79,15,64,0.64,0.79,0.6395932842201295,0.5821828963842497,1,0,0
test,mnli::123703c,mnli,2,100,3,38,33,5,0.05,0.38,1.092524159312049,0.994458345843335,1,1,0
test,mnli::124037e,mnli,0,100,3,36,34,2,0.02,0.36,1.0957815752757503,0.9974233736309365,1,1,0
test,mnli::125391e,mnli,0,100,3,66,32,34,0.34,0.66,0.7170996237435391,0.6527322069307151,1,0,0
test,mnli::125910n,mnli,1,100,3,61,33,28,0.28,0.61,0.8361840654047498,0.7611275370117042,1,0,0
test,mnli::12601n,mnli,1,100,3,80,14,66,0.66,0.8,0.6225752839491666,0.5666924449788731,1,0,0
test,mnli::126486n,mnli,0,100,2,67,33,34,0.34,0.67,0.6341786357122057,0.5772542709139409,1,0,0
test,mnli::127290n,mnli,1,100,3,70,23,47,0.47,0.7,0.7738461364559639,0.7043851087758426,1,0,0
test,mnli::12789n,mnli,2,100,3,68,29,39,0.39,0.68,0.7264307871122181,0.6612257978589501,1,0,0
test,mnli::12815n,mnli,0,100,2,56,44,12,0.12,0.56,0.6859298002523728,0.6243602109020209,1,0,0
test,mnli::128160n,mnli,0,100,3,78,15,63,0.63,0.78,0.6645160605710063,0.6048685850552654,1,0,0
test,mnli::128832c,mnli,2,100,3,50,46,4,0.04,0.5,0.8325318664442389,0.7578031622544015,1,1,0
test,mnli::128832e,mnli,1,100,3,47,42,5,0.05,0.47,0.9620110934975283,0.8756602337516283,1,1,0
test,mnli::129185n,mnli,0,100,3,56,42,14,0.14,0.56,0.7672890558861942,0.6984165968290856,1,0,0
test,mnli::129601n,mnli,1,100,2,53,47,6,0.06,0.53,0.6913460990017393,0.629290338486824,1,0,0
test,mnli::130277e,mnli,0,100,3,84,15,69,0.69,0.84,0.4770765447943764,0.4342537851754369,1,0,1
test,mnli::131216c,mnli,2,100,3,71,20,51,0.51,0.71,0.7817708066176995,0.7115984544151336,1,0,0
test,mnli::134103n,mnli,0,100,3,75,22,53,0.53,0.75,0.6540663924369857,0.5953568872144474,1,0,0
test,mnli::135021e,mnli,0,100,3,65,34,31,0.31,0.65,0.6928558821864323,0.6306646023652333,1,0,0
test,mnli::13652n,mnli,1,100,3,64,22,42,0.42,0.64,0.8939876467529356,0.8137426241943384,1,0,0
test,mnli::138237n,mnli,0,100,2,97,3,94,0.94,0.97,0.13474216817976675,0.12264760695797414,1,0,1
test,mnli::13911n,mnli,2,100,3,52,35,17,0.17,0.52,0.9727082143344546,0.8853971727493659,1,1,0
test,mnli::139362e,mnli,1,100,3,50,47,3,0.03,0.5,0.8066309418102475,0.7342271246466371,1,1,0
test,mnli::139377c,mnli,2,100,3,53,43,10,0.1,0.53,0.8281476476124393,0.7538124742955814,1,1,0
test,mnli::139640n,mnli,0,100,3,71,28,43,0.43,0.71,0.6456502104397004,0.5876961482220876,1,0,0
test,mnli::139677n,mnli,1,100,3,75,14,61,0.61,0.75,0.7338175946819016,0.6679495598684201,1,0,0
test,mnli::139836n,mnli,0,100,2,66,34,32,0.32,0.66,0.6410354778811556,0.5834956376269081,1,0,0
test,mnli::13983n,mnli,0,100,3,60,36,24,0.24,0.6,0.8030448563658358,0.7309629290050981,1,1,0
test,mnli::140428c,mnli,0,100,3,54,43,11,0.11,0.54,0.800844382435108,0.7289599713161798,1,1,0
test,mnli::140440e,mnli,1,100,3,64,28,36,0.36,0.64,0.8441124264544575,0.7683442422420085,1,0,0
test,mnli::143608n,mnli,0,100,3,53,43,10,0.1,0.53,0.8281476476124393,0.7538124742955814,1,1,0
test,mnli::144408n,mnli,2,100,3,41,39,2,0.02,0.41,1.054670141937965,0.9600021343440299,1,1,0
test,mnli::144753e,mnli,0,100,3,62,36,26,0.26,0.62,0.7424171058047361,0.6757771722222379,1,0,0
test,mnli::145846e,mnli,0,100,3,70,29,41,0.41,0.7,0.6547077258574627,0.5959406540511123,1,0,0
test,mnli::146070e,mnli,0,100,3,46,41,5,0.05,0.46,0.9879871797843417,0.8993046864441293,1,1,0
test,mnli::15537n,mnli,0,100,3,66,26,40,0.4,0.66,0.8265376330306784,0.7523469758678214,1,0,0
test,mnli::15771c,mnli,2,100,3,76,13,63,0.63,0.76,0.7166009508926593,0.6522782953405905,1,0,0
test,mnli::19186c,mnli,2,100,3,58,37,21,0.21,0.58,0.8336017165711002,0.7587769818064822,1,1,0
test,mnli::20010c,mnli,1,100,3,60,37,23,0.23,0.6,0.7795654523164246,0.7095910544215029,1,1,0
test,mnli::21297n,mnli,1,100,3,74,24,50,0.5,0.74,0.6435661541222999,0.5857991584114902,1,0,0
test,mnli::21671e,mnli,0,100,3,61,28,33,0.33,0.61,0.9007513859854936,0.8198992449624876,1,0,0
test,mnli::23280e,mnli,0,100,3,52,45,7,0.07,0.52,0.804566963269062,0.732348410415534,1,1,0
test,mnli::23583e,mnli,2,100,3,52,34,18,0.18,0.52,0.9820928478101181,0.8939394342664301,1,1,0
test,mnli::23642n,mnli,1,100,3,91,5,86,0.86,0.91,0.36436436499125713,0.3316587378000206,1,0,1
test,mnli::23751e,mnli,0,100,3,85,13,72,0.72,0.85,0.4816102578901237,0.43838054867745785,1,0,1
test,mnli::23765e,mnli,0,100,3,81,18,63,0.63,0.81,0.5253994542821062,0.4782391929359067,1,0,1
test,mnli::27022c,mnli,0,100,3,56,43,13,0.13,0.56,0.7336571894281759,0.6678035527143219,1,0,0
test,mnli::27539n,mnli,1,100,3,73,25,48,0.48,0.73,0.6545528941215167,0.5957997201315275,1,0,0
test,mnli::2873n,mnli,0,100,3,67,30,37,0.37,0.67,0.7347085478374542,0.668760540379691,1,0,0
test,mnli::29844c,mnli,1,100,2,54,46,8,0.08,0.54,0.6899437584583995,0.628013873115187,1,0,0
test,mnli::30648e,mnli,0,100,3,70,23,47,0.47,0.7,0.7738461364559639,0.7043851087758426,1,0,0
test,mnli::31249e,mnli,0,100,3,86,8,78,0.78,0.86,0.5005706197220046,0.45563901376787413,1,0,1
test,mnli::32851e,mnli,0,100,3,76,17,59,0.59,0.76,0.6959528684470511,0.6334836007439728,1,0,0
test,mnli::34776c,mnli,1,100,3,60,30,30,0.3,0.6,0.8979457248567798,0.8173454221465101,1,1,0
test,mnli::36666n,mnli,0,100,2,88,12,76,0.76,0.88,0.3669249912727096,0.3339895202861302,1,0,1
test,mnli::36764n,mnli,1,100,3,50,49,1,0.01,0.5,0.7421667371998113,0.6755492768969195,1,0,0
test,mnli::36811c,mnli,2,100,3,53,40,13,0.13,0.53,0.8891499797260203,0.8093391899010808,1,1,0
test,mnli::40179n,mnli,1,100,3,76,18,58,0.58,0.76,0.6860403627954867,0.6244608492657587,1,0,0
test,mnli::40799n,mnli,0,100,3,50,35,15,0.15,0.5,0.9985793315873921,0.9089460785096519,1,1,0
test,mnli::41975c,mnli,1,100,3,70,16,54,0.54,0.7,0.818141294849039,0.7447042994948685,1,0,0
test,mnli::42321n,mnli,0,100,3,65,32,33,0.33,0.65,0.7498246029999714,0.6825197667404693,1,0,0
test,mnli::4247c,mnli,2,100,3,57,40,17,0.17,0.57,0.7921208130167801,0.7210194362354155,1,1,0
test,mnli::43225n,mnli,0,100,3,61,34,27,0.27,0.61,0.8181026548511716,0.7446691278530929,1,0,0
test,mnli::43247n,mnli,0,100,3,77,19,58,0.58,0.77,0.6455448306743354,0.5876002274259597,1,0,0
test,mnli::45319e,mnli,1,100,3,55,31,24,0.24,0.55,0.9671328745737008,0.8803222797973554,1,1,0
